0,0,3933385284312680784
0,1,6054649681444708457
0,2,13422708668814793410
0,3,9502831591651456435
0,4,7466157053336062173
0,5,14398620837190885248
0,6,6891967902431509975
0,7,133167072609242911
0,8,13224627832497625405
0,9,253015331799992321
0,10,2821430845485654805
0,11,8652557187102076203
0,12,8753764408999007049
0,13,172857337890191852
0,14,5586928373636625229
0,15,7846813746509459953
0,16,6020604595490581874
0,17,13024926284509748632
0,18,17320149038250696938
0,19,18014737495734044922
0,20,8255262060795887201
0,21,1792973281174035802
0,22,14030019842059880898
0,23,11338919861243313621
0,24,9836732626711681779
0,25,17775166545181887758
0,26,11696645944844644540
0,27,17161271529021957784
0,28,13990852174115781037
0,29,3104521757668820165
0,30,7608717718832061685
0,31,16358631116483655449
0,32,16541224549434022816
0,33,15442345454035102108
0,34,11795287728608074134
0,35,6768530427018192098
0,36,11527212764733531815
0,37,12619365930224122470
0,38,7371229595335407434
0,39,3020263630537717666
0,40,9721303034415169237
0,41,13020231500316776715
0,42,14464451599926671176
0,43,581441839524261406
0,44,18390769078821335352
0,45,328203367067111493
0,46,3634522285753535624
0,47,7696564833451330514
0,48,1310189302059121028
0,49,10479375331057213615
0,50,6241490020038275015
0,51,12602176239906143949
0,52,18119705942711281364
0,53,2952210628836705285
0,54,7442199388313747804
0,55,591777865433206806
0,56,4773670419838861264
0,57,1841400294683899427
0,58,14740070991688723901
0,59,14283452941264283469
0,60,1412048452517181653
0,61,9683079751751823560
0,62,7348903759791240947
0,63,5247894302309955059
0,64,14900171397780786596
0,65,10413134145640344802
0,66,13837183081978563308
0,67,7235254427989021623
0,68,18307623386390879920
0,69,2293890066476153859
0,70,11798441371491901982
0,71,6882057808556312536
0,72,13577824205890157957
0,73,15297054955199522067
0,74,8173555040927368062
0,75,10826290758834518275
0,76,4021658579320474963
0,77,2371839853999430933
0,78,17537857323755508532
0,79,17398324608513726188
0,80,2876727283893575584
0,81,5421671004308216666
0,82,16851766551231847594
0,83,8132351616281814442
0,84,13132004702172199666
0,85,1629819043610976006
0,86,892429235656168409
0,87,1961947031918863304
0,88,15585303050274540485
0,89,5006593307322516085
0,90,5426041320943799173
0,91,14278538353073322685
0,92,11501452519632534533
0,93,8355252827930238009
0,94,11320595578621524902
0,95,15054651551772384762
0,96,1334140945923368271
0,97,11462866413076017665
0,98,15536861783643202903
0,99,6038729698972929947
0,100,16225772421745638779
0,101,16140508087997431903
0,102,16529839958359299606
0,103,6812964844870352899
0,104,8867848923274785822
0,105,11869699813534608545
0,106,14783355104180609974
0,107,5052098124466906744
0,108,13719835198297869932
0,109,9676628695094710647
0,110,3769301533719100967
0,111,10908520834371411529
0,112,6093608778361003517
